GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
0.01,-1.9,17 53 09,-29 54 20,2,1.5,AL 2|Andrews-Lindsay 2|ESO 456-5|MWSC 2734,OC   ,     ,                                ,REF213                                         ,2
0.02,-1.43,17 51 17,-29 39 04,1,1,VVV 151|VVV-CL 151,OC   ,     ,                                ,REF1000                                        ,4
0.05,2.14,17 37 30,-27 45 37,2,2,Ryu 152,OC   ,     ,                                ,REF805                                         ,8
0.09,4.97,17 26 55,-26 11 23,1.8,1.8,Ryu 537,OC   ,     ,                                ,REF805                                         ,14
0.1,-0.05,17 46 04,-28 52 44,0.6,0.6,Ryu 153,OC   ,     ,                                ,REF805                                         ,16
0.13,4.59,17 28 25,-26 22 00,1.5,1.5,Ryu 538,OC   ,     ,                                ,REF805                                         ,23
0.14,-0.84,17 49 17,-29 14 55,12,10,Ruprecht 131|OCL 2|ESO 455-45|MWSC 2706,OC   ,     ,                                ,REF239|REF234                                  ,27
0.16,5.19,17 26 16,-26 00 41,2.5,2.5,Ryu 539,OC   ,     ,                                ,REF805                                         ,30
0.21,-4.68,18 04 47,-31 06 43,2.4,2.4,Ryu 540,OC   ,     ,                                ,REF805                                         ,35
0.26,0.75,17 43 20,-28 19 26,2.5,2.5,Cmg 451,OC   ,     ,                                ,REF1620                                        ,38
0.27,-1.64,17 52 43,-29 32 40,6,4,Ruprecht 134|OCL 4|BH 252|ESO 456-1|MWSC 2730,OC   ,     ,                                ,REF239|REF882                                  ,41
0.36,-0.42,17 48 07,-28 51 08,1,1,Ryu 541,OC   ,     ,                                ,REF805                                         ,49
0.54,-0.55,17 49 06,-28 45 20,5,5,ESO 455-44,OC   ,     ,dust window?                    ,REF234                                         ,66
0.62,0.98,17 43 18,-27 53 51,0.7,0.7,DB 21|Dutra-Bica 21,OC   ,     ,                                ,REF098|REF126|REF1089                          ,86
0.66,-8.16,18 20 13,-32 21 06,15,15,Ferrero 1|ASCC 96|Slotegraaf 61|MWSC 2893,OC   ,     ,                                ,REF298|REF306|REF913|REF7000                   ,90
0.78,5.61,17 26 15,-25 16 00,1.7,1.7,Ryu 154,OC   ,     ,                                ,REF805                                         ,97
1.05,0.17,17 47 26,-27 57 03,4.2,4.2,Ryu 544,OC   ,     ,                                ,REF805                                         ,114
1.08,-2.73,17 58 55,-29 23 37,0.5,0.5,DB 25|Dutra-Bica 25|MWSC 2763,OC   ,     ,                                ,REF098|REF126|REF298                           ,115
1.1,-3.54,18 02 11,-29 47 04,2.4,2.4,Ryu 155,OC   ,     ,                                ,REF805                                         ,116
1.21,-3.43,18 01 58,-29 37 55,1.8,1.8,Ryu 156,OC   ,     ,                                ,REF805                                         ,126
1.23,5.67,17 27 07,-24 51 18,2.7,2.7,Ryu 157,OC   ,     ,                                ,REF805                                         ,127
1.23,-1.08,17 52 47,-28 26 05,3,3,Ruprecht 168|OCL 7|ESO 456-3|MWSC 2732,OC   ,lPOCR,                                ,REF239|REF625                                  ,128
1.3,-0.73,17 51 30,-28 12 02,1.5,1.5,Ryu 545,OC   ,     ,                                ,REF805                                         ,130
1.3,-19.52,19 11 56,-36 19 00,12,12,MWSC 5708,OC   ,     ,                                ,REF1098                                        ,131
1.33,-0.18,17 49 28,-27 53 44,2.6,2.6,Ryu 546,OC   ,     ,                                ,REF805                                         ,133
1.39,-1.17,17 53 29,-28 20 52,1.5,0.9,DB 28|Dutra-Bica 28|MWSC 2738,OC   ,     ,                                ,REF098|REF126|REF298                           ,138
1.47,3.88,17 34 19,-25 37 46,3.1,3.1,Ryu 547,OC   ,     ,                                ,REF805                                         ,141
1.53,2.05,17 41 22,-26 33 20,1.4,1.4,Ryu 548,OC   ,     ,                                ,REF805                                         ,144
1.53,-1.97,17 56 56,-28 37 22,0.7,0.6,DB 30|Dutra-Bica 30|MWSC 2756,OC   ,     ,                                ,REF098|REF126|REF1089                          ,146
1.55,-12.94,18 42 36,-33 37 48,24,24,ASCC 98|MWSC 2979,OC   ,     ,                                ,REF306                                         ,147
1.58,-18.92,19 09 36,-35 51 45,17,17,MWSC 5706,OC   ,     ,                                ,REF1098                                        ,149
1.65,5.48,17 28 48,-24 36 55,1.4,1.4,Ryu 158,OC   ,     ,                                ,REF805                                         ,152
1.82,-4.84,18 09 02,-29 47 10,1.6,1.6,Ryu 549,OC   ,     ,                                ,REF805                                         ,158
1.85,1.87,17 42 48,-26 22 58,2.4,2.4,Ryu 159,OC   ,     ,                                ,REF805                                         ,160
1.86,-9.52,18 28 29,-31 53 47,7,7,FSR 9|MWSC 2921,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,161
1.87,0.75,17 47 06,-26 56 52,1.7,1.7,Ryu 550,OC   ,     ,                                ,REF805                                         ,162
1.9,-5.18,18 10 34,-29 52 20,2.1,2.1,Ryu 160,OC   ,     ,                                ,REF805                                         ,165
1.98,-2.54,18 00 12,-28 31 21,2.2,2.2,Ryu 551,OC   ,     ,                                ,REF805                                         ,170
2.05,3.46,17 37 15,-25 22 04,1.1,1.1,Ryu 552,OC   ,     ,                                ,REF805                                         ,171
2.15,-0.26,17 51 39,-27 13 45,2,2,Ryu 553,OC   ,     ,                                ,REF805                                         ,175
2.15,19.62,16 40 49,-16 01 09,7,7,FSR 10|MWSC 2442,OC   ,     ,                                ,REF507|REF970                                  ,176
2.17,4.55,17 33 31,-24 40 51,2.1,2.1,Ryu 161,OC   ,     ,                                ,REF805                                         ,178
2.2,3.45,17 37 40,-25 15 00,1.3,1.3,DB 59|Dutra-Bica 59|DB2001 1|BDB 3|MWSC 2648|MWSC 2645,OC   ,     ,superimposed on LDN 74          ,REF099|REF126|REF009|REF298                    ,179
2.21,-0.64,17 53 17,-27 22 10,5,3.5,Czernik 37|OCL 8|BH 253|ESO 521-3|MWSC 2737,OC   ,     ,                                ,REF239|REF797|REF883|REF625                    ,180
2.31,1.36,17 45 49,-26 15 10,0.5,0.4,DB 35|Dutra-Bica 35,OC   ,     ,related to LBN 9?               ,REF098|REF126                                  ,187
2.36,-5.4,18 12 31,-29 34 33,3,2,ESO 456-72|MWSC 2840,OC   ,     ,                                ,REF234                                         ,190
2.42,-2.01,17 59 06,-27 52 22,1.7,1.7,Ryu 554,OC   ,     ,                                ,REF805                                         ,192
2.44,5.51,17 30 36,-23 56 06,22,22,MWSC 4355,OC   ,     ,contaminated                    ,REF3031                                        ,194
2.57,0.22,17 50 47,-26 37 20,2.2,2.2,Ryu 555,OC   ,     ,                                ,REF805                                         ,200
2.71,-0.34,17 53 16,-26 46 52,1,1,DB 40|Dutra-Bica 40|MWSC 2736,OC   ,     ,                                ,REF098|REF126|REF016|REF298                    ,208
2.72,13.06,17 04 23,-19 27 20,3,3,ESO 587-4|MWSC 2527,OC   ,cPOCR,                                ,REF234                                         ,209
2.76,-21.95,19 25 30,-35 49 21,11,11,MWSC 5713,OC   ,     ,                                ,REF1098                                        ,210
2.84,-1.68,17 58 45,-27 20 49,1.1,1.1,Ryu 556,OC   ,     ,                                ,REF805                                         ,214
2.84,0.39,17 50 43,-26 17 30,1.5,1.5,DB 42|Dutra-Bica 42,OC   ,     ,in pair                         ,REF098|REF126                                  ,216
2.88,-2.84,18 03 25,-27 53 10,6,6,NGC 6520|Melotte 187|Collinder 361|OCL 10|BH 255|ESO 456-42|MWSC 2790,OC   ,     ,                                ,REF239                                         ,220
2.89,3.33,17 39 43,-24 43 53,2.7,2.7,Ryu 162,OC   ,     ,                                ,REF805                                         ,221
2.95,1.81,17 45 35,-25 28 14,0.35,0.35,VVV 144|VVV-CL 144,OC   ,     ,                                ,REF1000                                        ,222
2.97,1.81,17 45 38,-25 27 38,0.8,0.8,VVV 145|VVV-CL 145,OC   ,     ,                                ,REF1000                                        ,223
3.04,12.66,17 06 31,-19 26 42,26,26,MWSC 4312,OC   ,     ,                                ,REF3031                                        ,224
3.15,2.98,17 41 39,-24 41 27,1.8,1.8,Ryu 557,OC   ,     ,                                ,REF805                                         ,225
3.36,2.59,17 43 36,-24 43 05,6,6,ESO 520-20|MWSC 2668,OC   ,     ,contaminated                    ,REF234                                         ,233
3.37,-5.93,18 16 47,-28 56 26,1.2,1.2,Ryu 558,OC   ,     ,                                ,REF805                                         ,234
3.37,1.49,17 47 45,-25 17 03,2.7,2.7,Ryu 163,OC   ,     ,                                ,REF805                                         ,235
3.44,-1.93,18 01 04,-26 57 13,1.7,1.7,Ryu 164,OC   ,     ,                                ,REF805                                         ,239
3.47,-1.7,18 00 13,-26 48 57,1.7,1.7,Ryu 559,OC   ,     ,                                ,REF805                                         ,241
3.48,-0.4,17 55 13,-26 09 10,0.8,0.8,Ryu 560,OC   ,     ,                                ,REF805                                         ,242
3.49,-4.41,18 10 56,-28 06 48,2.1,2.1,Ryu 561,OC   ,     ,                                ,REF805                                         ,243
3.57,-3.21,18 06 23,-27 28 07,4.5,4.5,Collinder 468|OCL 12|ESO 521-25|MWSC 2808,OC   ,     ,                                ,REF239                                         ,245
3.59,-16.98,19 04 09,-33 23 06,6,6,ESO 397-1|MWSC 3044,OC   ,lPOCR,                                ,REF234|REF1015                                 ,246
3.63,-3.37,18 07 08,-27 29 35,1.2,1.2,Ryu 562,OC   ,     ,                                ,REF805                                         ,249
3.65,1.78,17 47 18,-24 53 15,1.2,1,DB 45|Dutra-Bica 45|MWSC 2695,OC   ,     ,                                ,REF098|REF298                                  ,250
3.77,-5.2,18 14 41,-28 14 24,1.2,1.2,Teutsch J1814.6-2814|Ryu 563,OC   ,     ,                                ,REF1070|REF805                                 ,258
3.91,4.8,17 36 39,-23 05 18,3.7,3.7,Ryu 564,OC   ,     ,                                ,REF805                                         ,269
3.95,0.32,17 53 32,-25 22 56,1,1,VVV 153|VVV-CL 153,OC   ,     ,bright cluster                  ,REF1000                                        ,271
4.11,-2.89,18 06 18,-26 50 35,1.5,1.5,Ryu 565,OC   ,     ,                                ,REF805                                         ,274
4.12,-21.47,19 25 17,-34 28 39,12,12,MWSC 5712,OC   ,     ,                                ,REF1098                                        ,275
4.13,-6.26,18 19 43,-28 25 27,2.4,2.4,Ryu 566,OC   ,     ,                                ,REF805                                         ,276
4.17,5.61,17 34 17,-22 25 53,1.7,1.7,Ryu 165,OC   ,     ,                                ,REF805                                         ,277
4.18,-2.9,18 06 29,-26 47 09,1.5,1.5,Ryu 567,OC   ,     ,                                ,REF805                                         ,278
4.22,0.63,17 52 58,-24 59 28,2.1,2.1,Ryu 568,OC   ,     ,                                ,REF805                                         ,279
4.26,-0.45,17 57 09,-25 29 57,1.5,1.5,Ryu 569,OC   ,     ,                                ,REF805                                         ,280
4.27,-2.79,18 06 15,-26 38 53,1.2,1.2,Ryu 570,OC   ,     ,                                ,REF805                                         ,281
4.28,-2.16,18 03 49,-26 20 07,1.1,1.1,Ryu 166,OC   ,     ,                                ,REF805                                         ,282
4.32,5.22,17 36 04,-22 31 13,2.5,2.5,Ryu 571,OC   ,     ,                                ,REF805                                         ,283
4.34,-2.19,18 04 02,-26 17 43,1.3,1.3,Ryu 572,OC   ,     ,                                ,REF805                                         ,284
4.36,-6.08,18 19 29,-28 08 01,1.4,1.4,Ryu 573,OC   ,     ,                                ,REF805                                         ,285
4.39,2.48,17 46 21,-23 54 07,1.5,1.5,Ryu 574,OC   ,     ,                                ,REF805                                         ,286
4.41,-2.47,18 05 19,-26 22 21,1.2,1.2,Ryu 167,OC   ,     ,                                ,REF805                                         ,288
4.41,16.75,16 55 42,-15 59 40,4,4,FSR 14|MWSC 2489,OC   ,     ,                                ,REF507                                         ,289
4.46,-5.16,18 16 00,-27 37 16,2,2,Ryu 575,OC   ,     ,                                ,REF805                                         ,291
4.48,0.51,17 53 58,-24 49 59,1.2,1.2,Ryu 576,OC   ,     ,                                ,REF805                                         ,292
4.52,1.06,17 51 59,-24 31 22,1.4,1.4,Ryu 577,OC   ,     ,                                ,REF805                                         ,293
4.54,-2.33,18 05 01,-26 11 32,1.8,1.8,Ryu 578,OC   ,     ,                                ,REF805                                         ,294
4.59,-4.81,18 14 53,-27 20 35,1.8,1.8,Ryu 579,OC   ,     ,                                ,REF805                                         ,295
4.6,-6.25,18 20 39,-27 59 59,3.3,3.3,Ryu 580,OC   ,     ,                                ,REF805                                         ,297
4.82,-2.85,18 07 40,-26 11 51,1.2,1.2,VVV 161|VVV-CL 161,OC   ,     ,old OC?                         ,REF1000                                        ,299
4.84,-0.93,18 00 17,-25 14 30,4.5,3.5,Ruprecht 137|OCL 13|ESO 521-8|MWSC 2772,OC   ,     ,                                ,REF239|REF625                                  ,300
4.96,-0.63,17 59 23,-24 59 27,0.9,0.9,Ryu 581,OC   ,     ,                                ,REF805                                         ,302
4.99,0.14,17 56 32,-24 34 42,1.1,1.1,Ryu 582,OC   ,     ,                                ,REF805                                         ,304
5.13,-0.67,17 59 56,-24 51 38,1.2,1.2,Ryu 583,OC   ,     ,                                ,REF805                                         ,308
5.16,2.06,17 49 38,-23 27 15,1.6,1.6,Ryu 584,OC   ,     ,                                ,REF805                                         ,311
5.2,-0.46,17 59 17,-24 41 45,3.5,2.5,Ruprecht 136|OCL 15|ESO 521-4|MWSC 2765,OC   ,     ,                                ,REF239                                         ,313
5.28,-0.57,17 59 53,-24 40 49,7,7,NGC 6506|Ruprecht 138|OCL 16|ESO 521-6|MWSC 2771,OC   ,     ,                                ,REF239|REF226|REF625                           ,318
5.29,-3.36,18 10 40,-26 02 00,1,1,Ryu 585,OC   ,     ,                                ,REF805                                         ,319
5.33,-3.34,18 10 42,-25 59 22,1.4,1.4,Ryu 587,OC   ,     ,                                ,REF805                                         ,320
5.33,-1.57,18 03 48,-25 07 58,1.6,1.6,Ryu 586,OC   ,     ,                                ,REF805                                         ,321
5.35,-5.54,18 19 24,-27 00 43,1.2,1.2,Ryu 588,OC   ,     ,                                ,REF805                                         ,324
5.36,2.04,17 50 11,-23 17 35,1.6,1.6,Ryu 589,OC   ,     ,                                ,REF805                                         ,326
5.47,-6.83,18 24 47,-27 30 20,2,2,Ryu 590,OC   ,     ,                                ,REF805                                         ,329
5.51,-0.09,17 58 31,-24 14 31,2.1,2.1,Ryu 592,OC   ,     ,                                ,REF805                                         ,332
5.51,0.17,17 57 32,-24 06 45,1,1,Ryu 591,OC   ,     ,                                ,REF805                                         ,333
5.52,6.08,17 35 39,-21 02 49,10,10,FSR 19|MWSC 2633,OC   ,     ,contaminated| populous?         ,REF507|REF3033                                 ,334
5.53,1.38,17 53 02,-23 29 18,1.3,1.3,Ryu 169,OC   ,     ,                                ,REF805                                         ,335
5.57,1.95,17 50 59,-23 09 23,1.3,1.3,Ryu 593,OC   ,     ,                                ,REF805                                         ,337
5.63,-0.42,18 00 05,-24 18 05,3.5,3.5,Ryu 594,OC   ,     ,                                ,REF805                                         ,341
5.75,0.5,17 56 48,-23 44 22,0.8,0.8,Ryu 595,OC   ,     ,                                ,REF805                                         ,344
5.8,-0.54,18 00 53,-24 13 01,0.9,0.9,Ryu 596,OC   ,     ,                                ,REF805                                         ,346
5.85,6.19,17 36 00,-20 42 30,1.9,1.9,Ryu 599,OC   ,     ,                                ,REF805                                         ,351
5.97,-22.66,19 33 22,-33 14 06,18,18,MWSC 4500,OC   ,     ,                                ,REF3031                                        ,357
6.04,0.26,17 58 23,-23 36 40,1.8,1.8,Ryu 601,OC   ,     ,                                ,REF805                                         ,362
6.08,-5.64,18 21 18,-26 24 46,1,1,Ryu 602,OC   ,     ,                                ,REF805                                         ,365
6.08,26.62,16 26 48,-08 55 34,17,17,MWSC 5321,OC   ,     ,                                ,REF1098                                        ,366
6.1,-2.83,18 10 19,-25 04 06,2,2,Ryu 603,OC   ,     ,                                ,REF805                                         ,368
6.16,-4.28,18 16 05,-25 42 36,12,12,ASCC 95|MWSC 2861,OC   ,     ,                                ,REF306                                         ,371
6.18,0.84,17 56 28,-23 11 34,6,6,FSR 22|MWSC 2751,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,373
6.19,-0.47,18 01 28,-23 50 44,1.2,1.2,Ryu 604,OC   ,     ,                                ,REF805                                         ,374
6.2,-0.34,18 01 00,-23 46 12,0.5,0.5,VVV 155|VVV-CL 155,OC   ,     ,                                ,REF1000                                        ,375
6.23,-0.66,18 02 16,-23 54 19,1.1,1.1,Ryu 605,OC   ,     ,                                ,REF805                                         ,376
6.27,1.79,17 53 08,-22 38 41,0.7,0.7,VVV 152|VVV-CL 152,OC   ,     ,concentrated                    ,REF1000                                        ,377
6.3,-1.79,18 06 46,-24 23 34,1.4,1.4,Ryu 170,OC   ,     ,                                ,REF805                                         ,378
6.4,-0.22,18 01 01,-23 32 02,11,11,Ruprecht 139|OCL 20|ESO 521-10|MWSC 2776|MWSC 2776,OC   ,lPOCR,related to W 28 SNR?            ,REF239                                         ,380
6.46,-4.59,18 17 55,-25 35 37,1.3,1.3,Ryu 606,OC   ,     ,                                ,REF805                                         ,382
6.47,-2.38,18 09 25,-24 31 40,3,2.5,ESO 521-38|MWSC 2825,OC   ,cPOCR,                                ,REF234                                         ,383
6.53,3.92,17 45 50,-21 19 33,1,1,Ryu 607,OC   ,     ,                                ,REF805                                         ,384
6.56,1.93,17 53 13,-22 19 11,13,9,NGC 6469|Melotte 182|Collinder 353|OCL 21|ESO 589-18|MWSC 2735,OC   ,     ,includes PN PK6+2.5             ,REF239|REF985                                  ,386
6.58,0.78,17 57 35,-22 52 32,4,4,FSR 23|MWSC 2758,OC   ,     ,contaminated                    ,REF507|REF989|REF1089|REF3033                  ,388
6.96,-1.5,18 07 03,-23 40 21,1.3,1.3,Ryu 171,OC   ,     ,                                ,REF805                                         ,396
6.98,-16.6,19 08 10,-30 13 48,20,20,MWSC 4475,OC   ,     ,                                ,REF3031                                        ,397
7,-3.45,18 14 38,-24 34 30,1.8,1.8,Ryu 609,OC   ,     ,                                ,REF805                                         ,398
7.12,1.94,17 54 26,-21 49 42,1.7,1.7,Ryu 172,OC   ,     ,                                ,REF805                                         ,404
7.17,2.03,17 54 12,-21 44 31,1.6,1.6,Ryu 173,OC   ,     ,                                ,REF805                                         ,405
7.2,4.61,17 44 46,-20 23 47,1,1,Ryu 174,OC   ,     ,                                ,REF805                                         ,406
7.24,-0.24,18 02 50,-22 49 00,3,3,Teutsch 72|DSH J1802.8-2249,OC   ,     ,                                ,REF1070                                        ,407
7.32,-1.38,18 07 23,-23 18 00,12,10,NGC 6546|Collinder 365|OCL 24|ESO 521-29|MWSC 2812,OC   ,     ,                                ,REF239                                         ,408
7.35,-2.77,18 12 44,-23 56 47,1.5,1.5,Ryu 610,OC   ,     ,                                ,REF805                                         ,409
7.43,4.83,17 44 29,-20 05 06,1.3,1.3,Ryu 611,OC   ,     ,                                ,REF805                                         ,412
7.44,1.17,17 57 59,-21 56 17,1.1,1.1,Ryu 612,OC   ,     ,                                ,REF805                                         ,413
7.53,-1.3,18 07 28,-23 05 00,1.1,1.1,Ryu 176,OC   ,     ,                                ,REF805                                         ,415
7.53,5.65,17 41 43,-19 34 15,5,5,FSR 25|MWSC 2664,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,416
7.55,1.8,17 55 53,-21 31 54,2.5,2.5,Ryu 177,OC   ,     ,                                ,REF805                                         ,417
7.62,5.85,17 41 12,-19 23 32,1.6,1.6,Ryu 613,OC   ,     ,                                ,REF805                                         ,421
7.63,-2.49,18 12 13,-23 33 56,1,1,Ryu 614,OC   ,     ,                                ,REF805                                         ,422
7.65,-4.23,18 18 59,-24 22 29,1.1,1.1,Ryu 615,OC   ,     ,                                ,REF805                                         ,424
7.67,-0.35,18 04 12,-22 29 34,13,13,M 21|NGC 6531|Melotte 188|Collinder 363|OCL 26|ESO 521-19|MWSC 2796,OC   ,     ,in SgrOB1                       ,REF239                                         ,425
7.71,27.61,16 27 02,-07 10 11,20,20,MWSC 5323,OC   ,     ,                                ,REF1098                                        ,426
7.78,0.76,18 00 14,-21 50 58,0.9,0.9,Ryu 178,OC   ,     ,                                ,REF805                                         ,430
7.78,8.45,17 32 12,-17 53 04,13,13,FSR 27|MWSC 2621,OC   ,     ,contaminated                    ,REF507                                         ,432
7.81,5.13,17 44 12,-19 36 34,1.3,1.3,Ryu 616,OC   ,     ,                                ,REF805                                         ,434
7.84,22.84,16 43 01,-09 50 25,21,21,MWSC 5329,OC   ,     ,                                ,REF1098                                        ,435
7.92,3.29,17 51 11,-20 27 46,1,1,Ryu 617,OC   ,     ,                                ,REF805                                         ,439
7.92,-0.03,18 03 31,-22 07 32,4,4,Teutsch 14a|DSH J1803.5-2207|Teutsch J1803.5-2207|MWSC 2791,OC   ,     ,dark nebula attached            ,REF783|REF913                                  ,440
7.95,0.32,18 02 15,-21 54 57,2.5,2.5,ESO 589-26|MW,OC   ,     ,                                ,REF234                                         ,441
8.02,2.78,17 53 15,-20 37 59,1.4,1.4,Ryu 618,OC   ,     ,                                ,REF805                                         ,444
8.05,-0.59,18 05 54,-22 16 53,1.1,1.1,Ryu 619,OC   ,     ,                                ,REF805                                         ,446
8.07,5.58,17 43 09,-19 08 50,1.2,1.2,Ryu 620,OC   ,     ,                                ,REF805                                         ,448
8.13,-1.76,18 10 30,-22 46 26,0.8,0.8,Ryu 621,OC   ,     ,                                ,REF805                                         ,450
8.19,-0.33,18 05 14,-22 01 54,2,2,Ryu 179,OC   ,     ,                                ,REF805                                         ,453
8.19,13.03,17 17 02,-15 04 48,21,21,MWSC 4330,OC   ,     ,                                ,REF3031                                        ,454
8.23,1.03,18 00 13,-21 19 36,0.8,0.8,Ryu 623,OC   ,     ,                                ,REF805                                         ,456
8.29,0.64,18 01 47,-21 27 59,1.9,1.9,Ryu 625,OC   ,     ,                                ,REF805                                         ,458
8.29,1.65,17 58 01,-20 58 02,0.5,0.5,Ryu 624,OC   ,     ,                                ,REF805                                         ,459
8.33,-4.05,18 08 13,-22 15 36,10,10,ASCC 93|MWSC 2814,OC   ,     ,                                ,REF306                                         ,460
8.34,-0.43,18 05 53,-21 56 55,1,1,Ryu 626,OC   ,     ,                                ,REF805                                         ,461
8.46,-4.01,18 19 48,-23 33 15,1.3,1.3,Ryu 627,OC   ,     ,                                ,REF805                                         ,465
8.63,-3.74,18 19 05,-23 16 42,3.4,3.4,Ryu 629,OC   ,     ,                                ,REF805                                         ,471
8.87,-3.2,18 17 31,-22 48 58,2.4,2.4,Ryu 631,OC   ,     ,                                ,REF805                                         ,475
8.9,-0.16,18 06 04,-21 19 54,1,1,Ryu 632,OC   ,     ,                                ,REF805                                         ,477
8.91,5.37,17 45 44,-18 32 23,1.1,1.1,Ryu 633,OC   ,     ,                                ,REF805                                         ,478
8.91,-1.12,18 09 42,-21 46 56,0.7,0.7,VVV 162|VVV-CL 162,OC   ,     ,                                ,REF1000                                        ,481
8.92,-4.14,18 21 15,-23 12 38,1.4,1.4,Ryu 634,OC   ,     ,                                ,REF805                                         ,482
8.96,22.48,16 46 37,-09 11 42,20,20,MWSC 4290,OC   ,     ,nebulosity nearby               ,REF3031                                        ,485
8.98,5.3,17 46 09,-18 31 27,1.5,1.5,Ryu 180,OC   ,     ,                                ,REF805                                         ,486
9.01,2.07,17 58 01,-20 07 57,1.1,1.1,Ryu 635,OC   ,     ,                                ,REF805                                         ,488
9.02,-0.37,18 07 06,-21 19 16,1.2,1.2,Ryu 181,OC   ,     ,                                ,REF805                                         ,489
9.03,-2.12,18 13 45,-22 09 18,1.5,1.2,NGC 6573|MWSC 2845,OC   ,     ,advanced dynamical stage        ,REF226|REF667|REF3454                          ,490
9.23,-10.82,18 48 10,-25 54 55,9,9,NGC 6698|ESO 523-8|MWSC 2995,OC   ,     ,                                ,REF226|REF667                                  ,497
9.24,4.8,17 48 31,-18 33 19,2.7,2.7,Ryu 182,OC   ,     ,                                ,REF805                                         ,498
9.28,-1.63,18 12 23,-21 42 09,1.7,1.7,Ryu 637,OC   ,     ,                                ,REF805                                         ,499
9.28,-2.53,18 15 49,-22 08 15,4,3,NGC 6583|Collinder 370|OCL 27|ESO 590-11|FSR 32|MWSC 2860,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,500
9.32,-0.8,18 09 22,-21 16 17,0.8,0.8,Ryu 638,OC   ,     ,                                ,REF805                                         ,501
9.32,1.43,18 01 01,-20 10 44,3.4,3.4,Ryu 183,OC   ,     ,                                ,REF805                                         ,502
9.34,-0.19,18 07 06,-20 57 28,1.9,1.9,Ryu 639,OC   ,     ,                                ,REF805                                         ,503
9.36,10.14,17 29 41,-15 40 11,11,11,FSR 33|MWSC 2609,OC   ,     ,                                ,REF507                                         ,505
9.38,2.85,17 55 55,-19 25 05,1.5,1.5,Ryu 640,OC   ,     ,                                ,REF805                                         ,506
9.39,-1.66,18 12 46,-21 37 30,11,11,NGC 6568|Collinder 369|OCL 28|ESO 590-6|MWSC 2841,OC   ,     ,                                ,REF239                                         ,507
9.4,5.05,17 47 56,-18 17 30,1.6,1.6,Ryu 641,OC   ,     ,                                ,REF805                                         ,508
9.42,-13.35,18 58 44,-26 47 37,5,5,FSR 34|MWSC 3031,OC   ,     ,                                ,REF507                                         ,509
9.49,-1.94,18 13 59,-21 40 19,0.8,0.8,Ryu 642,OC   ,     ,                                ,REF805                                         ,512
9.56,2.05,17 59 13,-19 39 59,1.2,1.2,Ryu 643,OC   ,     ,                                ,REF805                                         ,513
9.59,-1.8,18 13 40,-21 30 41,1.2,1.2,Ryu 644,OC   ,     ,                                ,REF805                                         ,514
9.64,-3.03,18 18 26,-22 03 03,1.1,1.1,Ryu 184,OC   ,     ,                                ,REF805                                         ,517
9.69,0.76,18 04 16,-20 11 27,8,8,FSR 35|MWSC 2797,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,519
9.71,-1.74,18 13 40,-21 22 56,1.3,1.3,Ryu 645,OC   ,     ,                                ,REF805                                         ,520
9.81,0.92,18 03 57,-20 00 40,1,1,Ryu 646,OC   ,     ,                                ,REF805                                         ,522
9.82,-0.29,18 08 27,-20 35 22,1.1,1.1,Ryu 647,OC   ,     ,                                ,REF805                                         ,524
9.87,2.85,17 56 57,-18 59 46,27,27,M 23|NGC 6494|Melotte 184|Collinder 356|OCL 30|ESO 589-22|MWSC 2757,OC   ,     ,                                ,REF239                                         ,525
9.88,-13.8,19 01 24,-26 34 12,6,6,FSR 37|MWSC 3037,OC   ,     ,                                ,REF507                                         ,526
9.91,-5.08,18 26 48,-22 46 27,1.8,1.8,Ryu 648,OC   ,     ,                                ,REF805                                         ,530
9.92,-4.92,18 26 15,-22 41 25,1.2,1.2,Ryu 649,OC   ,     ,                                ,REF805                                         ,531
9.93,-0.82,18 10 40,-20 44 51,1.8,1.8,Ryu 186,OC   ,     ,                                ,REF805                                         ,532
9.95,0.71,18 05 02,-19 59 17,0.8,0.8,Ryu 650,OC   ,     ,                                ,REF805                                         ,534
9.95,-0.72,18 10 22,-20 40 50,1.3,1.3,Ryu 187,OC   ,     ,                                ,REF805                                         ,535
9.96,-1.46,18 13 09,-21 01 48,0.9,0.9,Ryu 651,OC   ,     ,                                ,REF805                                         ,536
10,-0.75,18 10 34,-20 39 12,1.7,1.7,Ryu 652,OC   ,     ,                                ,REF805                                         ,538
10.04,-17.42,19 16 41,-27 49 34,1.1,1.1,PannSTARS 1|PS1 1,OC   ,     ,d=29.6kpc| Mv=-1.9              ,REF3091                                        ,540
10.07,1.02,18 04 06,-19 43 50,1.2,1.2,VVV 157|VVV-CL 157,OC   ,     ,                                ,REF1000                                        ,541
10.11,4.27,17 52 18,-18 04 34,1.6,1.6,Ryu 188,OC   ,     ,                                ,REF805                                         ,544
10.15,0.3,18 06 57,-20 00 40,0.8,0.8,VVV 160|VVV-CL 160,OC   ,     ,old OC                          ,REF1000|REF3002                                ,545
